dia_inicial;cost;gamma;tam_treino;evaluation;evaluationAlfa;kernel;kernelAlfa;type;typeAlfa;close_anterior;valor_real_anterior;valor_real;valor_predito;diffMod;perc_acerto
2;16384;0,0000305176;25;4;RAE;2;RBF;3;EPSILON_SVR;55,7;56,65;56,65;55,61;1,04;98,17
2;131072;0,0002441406;25;4;RAE;3;Sigmoid;3;EPSILON_SVR;55,7;56,65;56,65;55,39;1,26;97,78
2;1048576;0,001953125;25;4;RAE;1;Polynomial;3;EPSILON_SVR;55,7;56,65;56,65;57,08;0,43;100,76
2;1;4;25;4;RAE;0;Linear;3;EPSILON_SVR;55,7;56,65;56,65;55,61;1,04;98,17
2;32768;0,0000305176;25;1;RMSE;2;RBF;3;EPSILON_SVR;55,7;56,65;56,65;55,32;1,33;97,64
2;65536;0,0000305176;25;1;RMSE;3;Sigmoid;3;EPSILON_SVR;55,7;56,65;56,65;55,31;1,34;97,64
2;1048576;0,015625;25;1;RMSE;1;Polynomial;3;EPSILON_SVR;55,7;56,65;56,65;57,17;0,52;100,91
2;2;4;25;1;RMSE;0;Linear;3;EPSILON_SVR;55,7;56,65;56,65;55,31;1,34;97,64
2;16384;0,0000305176;25;5;COMBINED;2;RBF;3;EPSILON_SVR;55,7;56,65;56,65;55,61;1,04;98,17
2;65536;0,0002441406;25;5;COMBINED;3;Sigmoid;3;EPSILON_SVR;55,7;56,65;56,65;55,37;1,28;97,74
2;1048576;0,015625;25;5;COMBINED;1;Polynomial;3;EPSILON_SVR;55,7;56,65;56,65;57,17;0,52;100,91
2;1;4;25;5;COMBINED;0;Linear;3;EPSILON_SVR;55,7;56,65;56,65;55,61;1,04;98,17
3;8192;0,0004882812;25;4;RAE;2;RBF;3;EPSILON_SVR;57,04;56,88;56,65;54,43;2,22;96,08
3;16;0,5;25;4;RAE;3;Sigmoid;3;EPSILON_SVR;57,04;56,88;56,65;55,39;1,26;97,77
3;131072;0,0000305176;25;4;RAE;1;Polynomial;3;EPSILON_SVR;57,04;56,88;56,65;57,57;0,92;101,62
3;0,0009765625;4;25;4;RAE;0;Linear;3;EPSILON_SVR;57,04;56,88;56,65;57,57;0,92;101,63
3;4;1024;25;1;RMSE;2;RBF;3;EPSILON_SVR;57,04;56,88;56,65;58,58;1,93;103,41
3;512;0,015625;25;1;RMSE;3;Sigmoid;3;EPSILON_SVR;57,04;56,88;56,65;55,21;1,44;97,46
3;1048576;0,0009765625;25;1;RMSE;1;Polynomial;3;EPSILON_SVR;57,04;56,88;56,65;57,76;1,11;101,96
3;1;4;25;1;RMSE;0;Linear;3;EPSILON_SVR;57,04;56,88;56,65;56,63;0,02;99,96
3;8192;0,0004882812;25;5;COMBINED;2;RBF;3;EPSILON_SVR;57,04;56,88;56,65;54,43;2,22;96,08
3;16;0,5;25;5;COMBINED;3;Sigmoid;3;EPSILON_SVR;57,04;56,88;56,65;55,39;1,26;97,77
3;131072;0,0000305176;25;5;COMBINED;1;Polynomial;3;EPSILON_SVR;57,04;56,88;56,65;57,57;0,92;101,62
3;0,0009765625;4;25;5;COMBINED;0;Linear;3;EPSILON_SVR;57,04;56,88;56,65;57,57;0,92;101,63
