dia_inicial;cost;gamma;tam_treino;evaluation;evaluationAlfa;kernel;kernelAlfa;type;typeAlfa;close_anterior;valor_real_anterior;valor_real;valor_predito;diffMod;perc_acerto
2;1048576;0,015625;25;4;RAE;2;RBF;3;EPSILON_SVR;10,75;10,98;11,18;11,04;0,14;98,73
2;1048576;0,0000305176;25;4;RAE;3;Sigmoid;3;EPSILON_SVR;10,75;10,98;11,18;11,02;0,16;98,53
2;1048576;1024;25;4;RAE;1;Polynomial;3;EPSILON_SVR;10,75;10,98;11,18;10,78;0,4;96,38
2;1048576;4;25;4;RAE;0;Linear;3;EPSILON_SVR;10,75;10,98;11,18;11,02;0,16;98,53
2;1048576;0,015625;25;1;RMSE;2;RBF;3;EPSILON_SVR;10,75;10,98;11,18;11,04;0,14;98,73
2;1048576;0,0009765625;25;1;RMSE;3;Sigmoid;3;EPSILON_SVR;10,75;10,98;11,18;11,02;0,16;98,53
2;1048576;1024;25;1;RMSE;1;Polynomial;3;EPSILON_SVR;10,75;10,98;11,18;10,78;0,4;96,38
2;1048576;4;25;1;RMSE;0;Linear;3;EPSILON_SVR;10,75;10,98;11,18;11,02;0,16;98,53
2;1048576;0,015625;25;5;COMBINED;2;RBF;3;EPSILON_SVR;10,75;10,98;11,18;11,04;0,14;98,73
2;1048576;0,0000305176;25;5;COMBINED;3;Sigmoid;3;EPSILON_SVR;10,75;10,98;11,18;11,02;0,16;98,53
2;1048576;1024;25;5;COMBINED;1;Polynomial;3;EPSILON_SVR;10,75;10,98;11,18;10,78;0,4;96,38
2;1048576;4;25;5;COMBINED;0;Linear;3;EPSILON_SVR;10,75;10,98;11,18;11,02;0,16;98,53
3;1048576;0,00390625;25;4;RAE;2;RBF;3;EPSILON_SVR;10,75;10,82;10,98;11,13;0,15;101,34
3;1048576;0,0000305176;25;4;RAE;3;Sigmoid;3;EPSILON_SVR;10,75;10,82;10,98;11,16;0,18;101,6
3;524288;0,001953125;25;4;RAE;1;Polynomial;3;EPSILON_SVR;10,75;10,82;10,98;10,81;0,17;98,41
3;1048576;4;25;4;RAE;0;Linear;3;EPSILON_SVR;10,75;10,82;10,98;11,16;0,18;101,6
3;1048576;0,00390625;25;1;RMSE;2;RBF;3;EPSILON_SVR;10,75;10,82;10,98;11,13;0,15;101,34
3;1048576;0,0000610352;25;1;RMSE;3;Sigmoid;3;EPSILON_SVR;10,75;10,82;10,98;11,16;0,18;101,6
3;524288;0,001953125;25;1;RMSE;1;Polynomial;3;EPSILON_SVR;10,75;10,82;10,98;10,81;0,17;98,41
3;1048576;4;25;1;RMSE;0;Linear;3;EPSILON_SVR;10,75;10,82;10,98;11,16;0,18;101,6
3;1048576;0,00390625;25;5;COMBINED;2;RBF;3;EPSILON_SVR;10,75;10,82;10,98;11,13;0,15;101,34
3;1048576;0,0000305176;25;5;COMBINED;3;Sigmoid;3;EPSILON_SVR;10,75;10,82;10,98;11,16;0,18;101,6
3;524288;0,001953125;25;5;COMBINED;1;Polynomial;3;EPSILON_SVR;10,75;10,82;10,98;10,81;0,17;98,41
3;1048576;4;25;5;COMBINED;0;Linear;3;EPSILON_SVR;10,75;10,82;10,98;11,16;0,18;101,6
