dia_inicial;cost;gamma;tam_treino;evaluation;evaluationAlfa;kernel;kernelAlfa;type;typeAlfa;close_anterior;valor_real_anterior;valor_real;valor_predito;diffMod;perc_acerto
2;1048576;0,0000610352;25;4;RAE;2;RBF;3;EPSILON_SVR;19,65;19,94;19,58;19,55;0,03;99,84
2;1048576;0,0000610352;25;4;RAE;3;Sigmoid;3;EPSILON_SVR;19,65;19,94;19,58;19,54;0,04;99,77
2;1048576;0,001953125;25;4;RAE;1;Polynomial;3;EPSILON_SVR;19,65;19,94;19,58;20,92;1,34;106,83
2;1048576;4;25;4;RAE;0;Linear;3;EPSILON_SVR;19,65;19,94;19,58;19,54;0,04;99,77
2;1048576;0,0001220703;25;1;RMSE;2;RBF;3;EPSILON_SVR;19,65;19,94;19,58;19,52;0,06;99,71
2;1048576;0,0001220703;25;1;RMSE;3;Sigmoid;3;EPSILON_SVR;19,65;19,94;19,58;19,54;0,04;99,77
2;1048576;0,001953125;25;1;RMSE;1;Polynomial;3;EPSILON_SVR;19,65;19,94;19,58;20,92;1,34;106,83
2;1048576;4;25;1;RMSE;0;Linear;3;EPSILON_SVR;19,65;19,94;19,58;19,54;0,04;99,77
2;1048576;0,0001220703;25;5;COMBINED;2;RBF;3;EPSILON_SVR;19,65;19,94;19,58;19,52;0,06;99,71
2;1048576;0,0000610352;25;5;COMBINED;3;Sigmoid;3;EPSILON_SVR;19,65;19,94;19,58;19,54;0,04;99,77
2;1048576;0,001953125;25;5;COMBINED;1;Polynomial;3;EPSILON_SVR;19,65;19,94;19,58;20,92;1,34;106,83
2;1048576;4;25;5;COMBINED;0;Linear;3;EPSILON_SVR;19,65;19,94;19,58;19,54;0,04;99,77
2;1048576;0,03125;35;4;RAE;2;RBF;3;EPSILON_SVR;19,65;19,94;19,58;20,58;1;105,12
2;131072;0,0000305176;35;4;RAE;3;Sigmoid;3;EPSILON_SVR;19,65;19,94;19,58;19,04;0,54;97,26
2;262144;0,00390625;35;4;RAE;1;Polynomial;3;EPSILON_SVR;19,65;19,94;19,58;20,79;1,21;106,19
2;4;4;35;4;RAE;0;Linear;3;EPSILON_SVR;19,65;19,94;19,58;19,04;0,54;97,26
2;1048576;0,03125;35;1;RMSE;2;RBF;3;EPSILON_SVR;19,65;19,94;19,58;20,58;1;105,12
2;131072;0,0000305176;35;1;RMSE;3;Sigmoid;3;EPSILON_SVR;19,65;19,94;19,58;19,04;0,54;97,26
2;1048576;1024;35;1;RMSE;1;Polynomial;3;EPSILON_SVR;19,65;19,94;19,58;19,99;0,41;102,07
2;4;4;35;1;RMSE;0;Linear;3;EPSILON_SVR;19,65;19,94;19,58;19,04;0,54;97,26
