% This is a dataset obtained from the YAHOO FINANCES. Here is the included description:
%
% The data provided are daily stock prices from 07/12/2014 through 07/12/2015, for BRKM5.SA.
% Time: Fri Apr 29 21:23:10 BRT 2016
% Source: collection of regression datasets by Jean Felipe Hartz (jeanrsbr@gmail.com) at
% http://real-chart.finance.yahoo.com 
% Characteristics: 256 cases, 47 continuous attributes

@relation stock

@attribute Bra_HighPrice numeric
@attribute Bra_ADMI_14 numeric
@attribute Bra_BIAS_14 numeric
@attribute Bra_ClosePrice numeric
@attribute Bra_LowPrice numeric
@attribute Bra_SMA_05 numeric
@attribute Bra_MACD numeric
@attribute Bra_Momentum_14 numeric
@attribute Bra_OBV numeric
@attribute Bra_OpenPrice numeric
@attribute Bra_PROC_14 numeric
@attribute Bra_PVT numeric
@attribute Bra_RSI_14 numeric
@attribute Bra_SODI numeric
@attribute Bra_SOKI_14 numeric
@attribute Bra_Volume numeric
@attribute Bra_WILLR_14 numeric
@attribute Bra_ADMI_07 numeric
@attribute Bra_BIAS_07 numeric
@attribute Bra_Momentum_07 numeric
@attribute Bra_PROC_07 numeric
@attribute Bra_RSI_07 numeric
@attribute Bra_WILLR_07 numeric
@attribute Est_ADMI_14 numeric
@attribute Est_BIAS_14 numeric
@attribute Est_ClosePrice numeric
@attribute Est_HighPrice numeric
@attribute Est_LowPrice numeric
@attribute Est_SMA_05 numeric
@attribute Est_MACD numeric
@attribute Est_Momentum_14 numeric
@attribute Est_OBV numeric
@attribute Est_OpenPrice numeric
@attribute Est_PROC_14 numeric
@attribute Est_PVT numeric
@attribute Est_RSI_14 numeric
@attribute Est_SODI numeric
@attribute Est_SOKI_14 numeric
@attribute Est_Volume numeric
@attribute Est_WILLR_14 numeric
@attribute Est_ADMI_07 numeric
@attribute Est_BIAS_07 numeric
@attribute Est_Momentum_07 numeric
@attribute Est_PROC_07 numeric
@attribute Est_RSI_07 numeric
@attribute Est_WILLR_07 numeric
@attribute Target numeric

@data
19.5,1,0,18.95,18.85,18.95,0,0,0,19.26,0,0,0,15.38,15.38,1509500,-84.62,1,0,0,0,0,-84.62,1,0,14.4,14.78,14.38,14.4,0,0,0,14.78,0,0,0,5,5,397500,-95,1,0,0,0,0,-95,18.9
18.9,1.02,-0.66,18.7,18.52,18.82,0,0,-1629100,18.75,-1.32,-21492.08,0,16.88,18.37,1629100,-81.63,1.24,-0.66,0,-1.32,0,-81.63,0.97,-0.28,14.32,14.42,14.23,14.36,0,0,-2770300,14.27,-0.56,-15390.56,0,10.68,16.36,2770300,-83.64,1.03,-0.28,0,-0.56,0,-83.64,18.9
18.9,1.09,-1.41,18.43,18.32,18.69,0,0,-3021100,18.7,-2.74,-41590.48,0,14.36,9.32,1392000,-90.68,1.7,-1.41,0,-2.74,0,-90.68,1.05,-2.3,13.87,14.44,13.85,14.2,0,0,-3684700,14.39,-3.68,-44125.19,0,7.84,2.15,914400,-97.85,1.56,-2.3,0,-3.68,0,-97.85,18.57
18.57,1.24,-2.07,18.18,18.06,18.57,0,0,-5275300,18.36,-4.06,-72168.34,0,12.01,8.33,2254200,-91.67,2.47,-2.07,0,-4.06,0,-91.67,1.23,-3.56,13.53,13.78,13.52,14.03,0,0,-4331200,13.75,-6.04,-59973.07,0,6.44,0.79,646500,-99.21,2.48,-3.56,0,-6.04,0,-99.21,18.1
18.1,1.65,-4.82,17.46,17.18,18.34,0,0,-8369300,18.06,-7.86,-194703,0,9.91,12.07,3094000,-87.93,4.43,-4.82,0,-7.86,0,-87.93,1.59,-5.73,13.04,13.48,12.87,13.83,0,0,-4817100,13.46,-9.44,-77570.33,0,3.95,8.9,485900,-91.1,4.23,-5.73,0,-9.44,0,-91.1,17.52
17.52,2.22,-6.41,16.95,16.56,17.94,0,0,-10827000,17.49,-10.55,-266491.48,0,11.22,13.27,2457700,-86.73,7,-6.41,0,-10.55,0,-86.73,2.13,-7.97,12.53,12.85,12.23,13.46,0,0,-5534300,12.81,-12.99,-105620.33,0,7.15,11.76,717200,-88.24,6.68,-7.97,0,-12.99,0,-88.24,17.33
17.33,2.76,-4.63,17.14,16.55,17.63,0,0,-8059500,16.75,-9.55,-235469.36,8.68,15.11,20,2767500,-80,9.21,-4.63,0,-9.55,8.68,-80,2.72,-7.62,12.42,12.58,11.95,13.08,0,0,-6287900,12.14,-13.75,-112236.13,0,12.42,16.61,753600,-83.39,9.2,-7.62,0,-13.75,0,-83.39,17.33
17.33,3.25,-4.37,17.08,16.7,17.36,0,0,-10685200,17.14,-9.87,-244660.84,8.44,17.08,17.97,2625700,-82.03,11.11,-3.53,-1.87,-9.87,8.44,-77.45,3.18,-6.2,12.5,12.78,12.31,12.8,0,0,-5514700,12.31,-13.19,-107255.78,3.88,15.94,19.43,773200,-80.57,10.82,-5.11,-1.9,-13.19,3.88,-77.91,17.32
17.32,3.71,-5.37,16.79,16.75,17.08,0,0,-11549200,17.18,-11.4,-259330.63,7.48,15.37,8.14,864000,-91.86,12.74,-3.69,-1.91,-10.21,8.3,-89.79,3.59,-4.33,12.68,12.85,12.57,12.63,0,0,-5131500,12.68,-11.94,-101737.7,11.61,20.61,25.8,383200,-74.2,12,-2,-1.64,-11.45,12.04,-70.68,17.01
17.01,4.21,-3.73,17.01,16.57,16.99,0,0,-9828300,16.78,-10.24,-236781.61,14.86,13.9,15.59,1720900,-84.41,14.56,-1.28,-1.42,-7.7,18.3,-77.23,4.01,-3.85,12.69,12.77,12.45,12.56,0,0,-4671500,12.61,-11.88,-101374.92,12,23.79,26.15,460000,-73.85,13.28,-0.63,-1.18,-8.51,15.7,-59.56,17.46
