% This is a dataset obtained from the YAHOO FINANCES. Here is the included description:
%
% The data provided are daily stock prices from 21/12/2014 through 21/12/2015, for BRKM5.SA.
% Time: Fri Apr 29 22:06:24 BRT 2016
% Source: collection of regression datasets by Jean Felipe Hartz (jeanrsbr@gmail.com) at
% http://real-chart.finance.yahoo.com 
% Characteristics: 256 cases, 47 continuous attributes

@relation stock

@attribute Bra_HighPrice numeric
@attribute Bra_ADMI_14 numeric
@attribute Bra_BIAS_14 numeric
@attribute Bra_ClosePrice numeric
@attribute Bra_LowPrice numeric
@attribute Bra_SMA_05 numeric
@attribute Bra_MACD numeric
@attribute Bra_Momentum_14 numeric
@attribute Bra_OBV numeric
@attribute Bra_OpenPrice numeric
@attribute Bra_PROC_14 numeric
@attribute Bra_PVT numeric
@attribute Bra_RSI_14 numeric
@attribute Bra_SODI numeric
@attribute Bra_SOKI_14 numeric
@attribute Bra_Volume numeric
@attribute Bra_WILLR_14 numeric
@attribute Bra_ADMI_07 numeric
@attribute Bra_BIAS_07 numeric
@attribute Bra_Momentum_07 numeric
@attribute Bra_PROC_07 numeric
@attribute Bra_RSI_07 numeric
@attribute Bra_WILLR_07 numeric
@attribute Est_ADMI_14 numeric
@attribute Est_BIAS_14 numeric
@attribute Est_ClosePrice numeric
@attribute Est_HighPrice numeric
@attribute Est_LowPrice numeric
@attribute Est_SMA_05 numeric
@attribute Est_MACD numeric
@attribute Est_Momentum_14 numeric
@attribute Est_OBV numeric
@attribute Est_OpenPrice numeric
@attribute Est_PROC_14 numeric
@attribute Est_PVT numeric
@attribute Est_RSI_14 numeric
@attribute Est_SODI numeric
@attribute Est_SOKI_14 numeric
@attribute Est_Volume numeric
@attribute Est_WILLR_14 numeric
@attribute Est_ADMI_07 numeric
@attribute Est_BIAS_07 numeric
@attribute Est_Momentum_07 numeric
@attribute Est_PROC_07 numeric
@attribute Est_RSI_07 numeric
@attribute Est_WILLR_07 numeric
@attribute Target numeric

@data
17.46,1,0,17.37,16.8,17.37,0,0,0,17.07,0,0,0,86.36,86.36,979900,-13.64,1,0,0,0,0,-13.64,1,0,13.08,13.08,12.65,13.08,0,0,0,12.69,0,0,0,100,100,253300,0,1,0,0,0,0,0,17.8
17.8,1.02,0.91,17.69,17.19,17.53,0,0,1084300,17.25,1.84,19975.59,0,87.68,89,1084300,-11,1.25,0.91,0,1.84,0,-11,0.94,0.04,13.09,13.11,12.82,13.09,0,0,377200,12.88,0.08,288.38,0,97.83,95.65,377200,-4.35,0.89,0.04,0,0.08,0,-4.35,17.8
17.8,1.02,0.91,17.69,17.19,17.53,0,0,1084300,17.25,1.84,19975.59,0,87.68,89,1084300,-11,1.25,0.91,0,1.84,0,-11,0.93,0.74,13.23,13.28,13.01,13.13,0,0,527100,13.11,1.15,1891.59,0,95.91,92.06,149900,-7.94,1.03,0.74,0,1.15,0,-7.94,17.88
17.88,1.06,-0.42,17.42,17.39,17.49,0,0,113200,17.88,0.29,5153.83,54.24,77.59,57.41,971100,-42.59,1.57,-0.42,0,0.29,54.24,-42.59,0.9,-0.53,13.04,13.2,12.94,13.11,0,0,255500,13.06,-0.31,-2008.94,44.12,83.21,61.9,271600,-38.1,1.04,-0.53,0,-0.31,44.12,-38.1,18
18,1.02,0.67,17.65,17.14,17.53,0,0,889200,17.42,1.61,15399.52,67.07,72.41,70.83,776000,-29.17,1.45,0.67,0,1.61,67.07,-29.17,0.83,-0.43,13.04,13.28,12.83,13.1,0,0,255500,12.84,-0.31,-2008.94,44.12,71.96,61.9,437800,-38.1,0.94,-0.43,0,-0.31,44.12,-38.1,18.04
18.04,1,-0.15,17.5,17.31,17.53,0,0,4400,18.04,0.75,7879.97,56.7,61.56,56.45,884800,-43.55,1.42,-0.15,0,0.75,56.7,-43.55,0.78,-0.23,13.06,13.21,12.99,13.09,0,0,392400,13.07,-0.15,-1798.97,47.22,62.96,65.08,136900,-34.92,0.85,-0.23,0,-0.15,47.22,-34.92,18.04
18.04,1,-0.15,17.5,17.31,17.53,0,0,4400,18.04,0.75,7879.97,56.7,61.56,56.45,884800,-43.55,1.42,-0.15,0,0.75,56.7,-43.55,0.78,-1.18,12.91,13.08,12.84,13.06,0,0,205400,13.06,-1.3,-3946.75,33.33,56.08,41.27,187000,-58.73,1.14,-1.18,0,-1.3,33.33,-58.73,17.66
17.66,0.93,-0.55,17.41,17.16,17.53,0,0,-1829400,17.38,0.23,-1551,51.89,58.83,49.19,1833800,-50.81,1.35,-0.55,0,0.23,51.89,-50.81,0.87,-1.64,12.82,12.94,12.64,12.97,0,0,-229800,12.94,-1.99,-6980.68,28.33,44.82,28.13,435200,-71.87,1.91,-1.59,-0.26,-1.99,28.33,-71.87,17.2
17.2,1.16,-5.67,16.36,16.36,17.27,0,0,-3985600,17.12,-5.81,-131591.78,26.07,35.22,0,2156200,-100,2.94,-5.67,0,-5.81,26.07,-100,1.22,-7.11,12,12.43,11.99,12.77,0,0,-750500,12.42,-8.26,-40285.98,11.97,23.39,0.78,520700,-99.22,4.24,-6.77,-1.09,-8.33,11.35,-99.22,16.49
16.49,1.52,-6.79,16.01,15.97,16.99,0,0,-5132800,16.46,-7.83,-156134.57,22.36,17.04,1.93,1147200,-98.07,5.07,-6.64,-1.36,-7.83,22.36,-98.07,1.67,-8.43,11.72,12.16,11.71,12.5,0,0,-1320100,12.11,-10.4,-53576.65,10,9.85,0.64,569600,-99.36,6.94,-7.39,-1.51,-11.41,1.29,-99.36,16.22
