% This is a dataset obtained from the YAHOO FINANCES. Here is the included description:
%
% The data provided are daily stock prices from 03/12/2014 through 03/12/2015, for BRFS3.SA.
% Time: Fri Apr 29 21:16:14 BRT 2016
% Source: collection of regression datasets by Jean Felipe Hartz (jeanrsbr@gmail.com) at
% http://real-chart.finance.yahoo.com 
% Characteristics: 257 cases, 47 continuous attributes

@relation stock

@attribute Bra_HighPrice numeric
@attribute Bra_ADMI_14 numeric
@attribute Bra_BIAS_14 numeric
@attribute Bra_ClosePrice numeric
@attribute Bra_LowPrice numeric
@attribute Bra_SMA_05 numeric
@attribute Bra_MACD numeric
@attribute Bra_Momentum_14 numeric
@attribute Bra_OBV numeric
@attribute Bra_OpenPrice numeric
@attribute Bra_PROC_14 numeric
@attribute Bra_PVT numeric
@attribute Bra_RSI_14 numeric
@attribute Bra_SODI numeric
@attribute Bra_SOKI_14 numeric
@attribute Bra_Volume numeric
@attribute Bra_WILLR_14 numeric
@attribute Bra_ADMI_07 numeric
@attribute Bra_BIAS_07 numeric
@attribute Bra_Momentum_07 numeric
@attribute Bra_PROC_07 numeric
@attribute Bra_RSI_07 numeric
@attribute Bra_WILLR_07 numeric
@attribute Est_ADMI_14 numeric
@attribute Est_BIAS_14 numeric
@attribute Est_ClosePrice numeric
@attribute Est_HighPrice numeric
@attribute Est_LowPrice numeric
@attribute Est_SMA_05 numeric
@attribute Est_MACD numeric
@attribute Est_Momentum_14 numeric
@attribute Est_OBV numeric
@attribute Est_OpenPrice numeric
@attribute Est_PROC_14 numeric
@attribute Est_PVT numeric
@attribute Est_RSI_14 numeric
@attribute Est_SODI numeric
@attribute Est_SOKI_14 numeric
@attribute Est_Volume numeric
@attribute Est_WILLR_14 numeric
@attribute Est_ADMI_07 numeric
@attribute Est_BIAS_07 numeric
@attribute Est_Momentum_07 numeric
@attribute Est_PROC_07 numeric
@attribute Est_RSI_07 numeric
@attribute Est_WILLR_07 numeric
@attribute Target numeric

@data
65.33,1,0,65,64.22,65,0,0,0,64.85,0,0,0,70.27,70.27,1407400,-29.73,1,0,0,0,0,-29.73,1,0,25.22,25.54,25.06,25.22,0,0,0,25.26,0,0,0,33.33,33.33,1666000,-66.67,1,0,0,0,0,-66.67,65.65
65.65,1.34,-1.25,63.4,62.65,64.2,0,0,-2208200,65.45,-2.46,-54355.69,0,47.64,25,2208200,-75,2.51,-1.25,0,-2.46,0,-75,1.15,-1.55,24.45,24.7,24.22,24.84,0,0,-1193400,24.62,-3.05,-36435.99,0,25.38,17.42,1193400,-82.58,1.79,-1.55,0,-3.05,0,-82.58,64.03
64.03,1.67,-1.36,62.9,62.55,63.77,0,0,-3436400,63.39,-3.23,-64041.81,0,35.52,11.29,1228200,-88.71,3.91,-1.36,0,-3.23,0,-88.71,1.38,-2.21,24.02,24.39,23.92,24.56,0,0,-2615800,24.32,-4.76,-61451.67,0,18.98,6.17,1422400,-93.83,2.82,-2.21,0,-4.76,0,-93.83,63.94
63.94,2.24,-2.09,62,61.6,63.33,0,0,-5634100,62.81,-4.62,-95487.44,0,15.39,9.88,2197700,-90.12,6.19,-2.09,0,-4.62,0,-90.12,1.69,-2.81,23.65,24.51,23.56,24.34,0,0,-4024800,24.47,-6.23,-83155.67,0,9.38,4.55,1409000,-95.45,4.18,-2.81,0,-6.23,0,-95.45,63.1
63.1,3.06,-2.51,61.35,60.53,62.93,0,0,-7764200,61.99,-5.62,-117819.13,0,12.39,16.02,2130100,-83.98,9.32,-2.51,0,-5.62,0,-83.98,2.03,-2.93,23.45,24.1,23.37,24.16,0,0,-5840700,24.08,-7.02,-98512.04,0,4.8,3.69,1815900,-96.31,5.6,-2.93,0,-7.02,0,-96.31,61.75
61.75,3.92,-3.05,60.64,60.15,62.06,0,0,-9204100,61,-6.71,-134483.01,0,11.6,8.91,1439900,-91.09,12.41,-3.05,0,-6.71,0,-91.09,2.49,-4.06,22.99,23.52,22.95,23.71,0,0,-7078700,23.52,-8.84,-122796.95,0,3.26,1.54,1238000,-98.46,7.47,-4.06,0,-8.84,0,-98.46,61.77
61.77,4.92,-2.97,60.39,59.41,61.46,0,0,-11460100,60.25,-7.09,-143783.8,0,13.54,15.71,2256000,-84.29,15.89,-2.97,0,-7.09,0,-84.29,3.07,-5.13,22.54,22.89,22.45,23.33,0,0,-8445900,22.89,-10.63,-149558.09,0,2.71,2.91,1367200,-97.09,9.87,-5.13,0,-10.63,0,-97.09,60.86
60.86,6.08,-5.08,58.65,58.6,60.61,0,0,-14231800,59.97,-9.77,-223644.01,0,8.44,0.71,2771700,-99.29,19.75,-4.37,-6.35,-9.77,0,-99.29,3.77,-6.54,22,22.64,21.98,22.93,0,0,-9682800,22.61,-12.77,-179191.07,0,1.67,0.56,1236900,-99.44,12.68,-5.58,-3.22,-12.77,0,-99.26,59.47
59.47,7.77,-6.22,57.5,56.2,59.71,0,0,-17181500,59.02,-11.54,-281481.27,0,10.06,13.76,2949700,-86.24,25.11,-4.94,-5.9,-9.31,0,-83.4,4.78,-8.86,21.22,22.01,20.89,22.44,0,0,-11859700,21.96,-15.86,-256372.16,0,3.52,7.1,2176900,-92.9,16.68,-7.09,-3.23,-13.21,0,-90.88,59.23
59.23,9.43,-3.34,59.05,55.8,59.25,0,0,-12985700,56.3,-9.15,-168377.09,17.13,15.82,32.99,4195800,-67.01,29.99,-1.48,-3.85,-6.12,22.3,-60.07,5.82,-7.73,21.3,21.59,20.59,22.01,0,0,-9634900,20.87,-15.54,-247984.6,1.96,7.33,14.34,2224800,-85.66,20.52,-5.12,-2.72,-11.32,2.78,-81.89,62.45
