% This is a dataset obtained from the YAHOO FINANCES. Here is the included description:
%
% The data provided are daily stock prices from 17/12/2014 through 17/12/2015, for BBDC4.SA.
% Time: Fri Apr 29 21:54:20 BRT 2016
% Source: collection of regression datasets by Jean Felipe Hartz (jeanrsbr@gmail.com) at
% http://real-chart.finance.yahoo.com 
% Characteristics: 257 cases, 47 continuous attributes

@relation stock

@attribute Bra_HighPrice numeric
@attribute Bra_ADMI_14 numeric
@attribute Bra_BIAS_14 numeric
@attribute Bra_ClosePrice numeric
@attribute Bra_LowPrice numeric
@attribute Bra_SMA_05 numeric
@attribute Bra_MACD numeric
@attribute Bra_Momentum_14 numeric
@attribute Bra_OBV numeric
@attribute Bra_OpenPrice numeric
@attribute Bra_PROC_14 numeric
@attribute Bra_PVT numeric
@attribute Bra_RSI_14 numeric
@attribute Bra_SODI numeric
@attribute Bra_SOKI_14 numeric
@attribute Bra_Volume numeric
@attribute Bra_WILLR_14 numeric
@attribute Bra_ADMI_07 numeric
@attribute Bra_BIAS_07 numeric
@attribute Bra_Momentum_07 numeric
@attribute Bra_PROC_07 numeric
@attribute Bra_RSI_07 numeric
@attribute Bra_WILLR_07 numeric
@attribute Est_ADMI_14 numeric
@attribute Est_BIAS_14 numeric
@attribute Est_ClosePrice numeric
@attribute Est_HighPrice numeric
@attribute Est_LowPrice numeric
@attribute Est_SMA_05 numeric
@attribute Est_MACD numeric
@attribute Est_Momentum_14 numeric
@attribute Est_OBV numeric
@attribute Est_OpenPrice numeric
@attribute Est_PROC_14 numeric
@attribute Est_PVT numeric
@attribute Est_RSI_14 numeric
@attribute Est_SODI numeric
@attribute Est_SOKI_14 numeric
@attribute Est_Volume numeric
@attribute Est_WILLR_14 numeric
@attribute Est_ADMI_07 numeric
@attribute Est_BIAS_07 numeric
@attribute Est_Momentum_07 numeric
@attribute Est_PROC_07 numeric
@attribute Est_RSI_07 numeric
@attribute Est_WILLR_07 numeric
@attribute Target numeric

@data
35.57,1,0,34.92,33.47,34.92,0,0,0,33.55,0,0,0,69.04,69.04,19938800,-30.96,1,0,0,0,0,-30.96,1,0,12.83,13.11,12.36,12.83,0,0,0,12.4,0,0,0,62.67,62.67,17074200,-37.33,1,0,0,0,0,-37.33,35.99
35.99,1.04,-0.3,34.71,34.37,34.81,0,0,-9993700,35.33,-0.6,-60042.5,0,59.12,49.21,9993700,-50.79,1.34,-0.3,0,-0.6,0,-50.79,1.01,0.54,12.97,13.4,12.87,12.9,0,0,8720700,13.24,1.09,95159.63,0,60.66,58.65,8720700,-41.35,1.19,0.54,0,1.09,0,-41.35,35.6
35.6,1.08,1.49,35.6,34.82,35.08,0,0,-442600,35.13,1.95,184829.27,80.92,67.59,84.52,9551100,-15.48,1.63,1.49,0,1.95,80.92,-15.48,1.01,1.08,13.11,13.37,13.07,12.97,0,0,18727500,13.28,2.18,203174.43,0,64.48,72.12,10006800,-27.88,1.36,1.08,0,2.18,0,-27.88,35.91
35.91,1.21,1.75,35.9,34.73,35.28,0,0,7900800,35.7,2.81,255138.82,85.01,76.72,96.42,8343400,-3.58,2.34,1.75,0,2.81,85.01,-3.58,1.05,2.12,13.34,13.46,13.03,13.06,0,0,26061900,13.27,3.98,331848.11,0,73.29,89.09,7334400,-10.91,1.64,2.12,0,3.98,0,-10.91,35.82
35.82,1.32,1.22,35.82,34.7,35.39,0,0,-542700,35.17,2.58,236323.22,80.41,91.4,93.25,8443500,-6.75,2.88,1.22,0,2.58,80.41,-6.75,1.06,1.02,13.23,13.34,12.96,13.1,0,0,19079700,13.29,3.12,274273.75,82.26,80.1,79.09,6982200,-20.91,1.75,1.02,0,3.12,82.26,-20.91,35.82
35.82,1.32,1.22,35.82,34.7,35.39,0,0,-542700,35.17,2.58,236323.22,80.41,91.4,93.25,8443500,-6.75,2.88,1.22,0,2.58,80.41,-6.75,1.06,1.17,13.28,13.31,12.97,13.19,0,0,21652100,13.28,3.51,283995.59,83.58,83.94,83.64,2572400,-16.36,1.84,1.17,0,3.51,83.58,-16.36,35.95
35.95,1.47,-0.78,35.06,35.02,35.42,0,0,-3932800,35.51,0.4,164394.8,53.13,84.26,63.09,3390100,-36.91,3.6,-0.78,0,0.4,53.13,-36.91,1.09,-0.37,13.07,13.36,12.94,13.21,0,0,16168600,13.26,1.87,197283.62,63.64,75.76,64.55,5483500,-35.45,2.04,-0.37,0,1.87,63.64,-35.45,35.81
35.81,1.6,-0.08,35.3,35,35.54,0,0,2750300,35,1.09,210143.35,57.66,76.32,72.62,6683100,-27.38,4.16,-0.08,0,1.09,57.66,-27.38,1.11,0.28,13.16,13.28,13,13.22,0,0,26157100,13.05,2.57,266064.42,67.01,73.64,72.73,9988500,-27.27,2.21,-0.04,0.33,2.57,67.01,-50.85,35.64
35.64,1.72,-0.67,35.06,35.06,35.43,0,0,-3425100,35.34,0.4,168157.63,52.58,66.27,63.09,6175400,-36.91,4.64,-0.82,0.14,0.4,52.58,-57.41,1.2,0.99,13.27,13.42,13.1,13.2,0,0,32704000,13.36,3.43,320787.75,70.37,73.33,82.73,6546900,-17.27,2.8,0.47,0.3,2.31,65.96,-36.54,35.64
35.64,1.72,-0.67,35.06,35.06,35.43,0,0,-3425100,35.34,0.4,168157.63,52.58,66.27,63.09,6175400,-36.91,4.64,-0.82,0.14,0.4,52.58,-57.41,1.2,1.57,13.37,13.48,12.95,13.23,0,0,38636700,13.22,4.21,365495.36,72.88,81.88,90.18,5932700,-9.82,2.72,0.94,0.26,1.98,64.44,-20.37,35.49
