% This is a dataset obtained from the YAHOO FINANCES. Here is the included description:
%
% The data provided are daily stock prices from 02/12/2014 through 02/12/2015, for BBDC4.SA.
% Time: Fri Apr 29 21:08:49 BRT 2016
% Source: collection of regression datasets by Jean Felipe Hartz (jeanrsbr@gmail.com) at
% http://real-chart.finance.yahoo.com 
% Characteristics: 257 cases, 47 continuous attributes

@relation stock

@attribute Bra_HighPrice numeric
@attribute Bra_ADMI_14 numeric
@attribute Bra_BIAS_14 numeric
@attribute Bra_ClosePrice numeric
@attribute Bra_LowPrice numeric
@attribute Bra_SMA_05 numeric
@attribute Bra_MACD numeric
@attribute Bra_Momentum_14 numeric
@attribute Bra_OBV numeric
@attribute Bra_OpenPrice numeric
@attribute Bra_PROC_14 numeric
@attribute Bra_PVT numeric
@attribute Bra_RSI_14 numeric
@attribute Bra_SODI numeric
@attribute Bra_SOKI_14 numeric
@attribute Bra_Volume numeric
@attribute Bra_WILLR_14 numeric
@attribute Bra_ADMI_07 numeric
@attribute Bra_BIAS_07 numeric
@attribute Bra_Momentum_07 numeric
@attribute Bra_PROC_07 numeric
@attribute Bra_RSI_07 numeric
@attribute Bra_WILLR_07 numeric
@attribute Est_ADMI_14 numeric
@attribute Est_BIAS_14 numeric
@attribute Est_ClosePrice numeric
@attribute Est_HighPrice numeric
@attribute Est_LowPrice numeric
@attribute Est_SMA_05 numeric
@attribute Est_MACD numeric
@attribute Est_Momentum_14 numeric
@attribute Est_OBV numeric
@attribute Est_OpenPrice numeric
@attribute Est_PROC_14 numeric
@attribute Est_PVT numeric
@attribute Est_RSI_14 numeric
@attribute Est_SODI numeric
@attribute Est_SOKI_14 numeric
@attribute Est_Volume numeric
@attribute Est_WILLR_14 numeric
@attribute Est_ADMI_07 numeric
@attribute Est_BIAS_07 numeric
@attribute Est_Momentum_07 numeric
@attribute Est_PROC_07 numeric
@attribute Est_RSI_07 numeric
@attribute Est_WILLR_07 numeric
@attribute Target numeric

@data
38.02,1,0,37.04,36.43,37.04,0,0,0,38,0,0,0,38.36,38.36,352225800,-61.64,1,0,0,0,0,-61.64,1,0,14.39,14.58,14.18,14.39,0,0,0,14.47,0,0,0,52.5,52.5,8674100,-47.5,1,0,0,0,0,-47.5,37.6
37.6,0.93,0.55,37.45,36.85,37.25,0,0,4921600,37.18,1.11,54477.75,0,51.26,64.15,4921600,-35.85,0.86,0.55,0,1.11,0,-35.85,0.96,0.38,14.5,14.7,14.46,14.45,0,0,5348200,14.5,0.76,40882.7,0,57.02,61.54,5348200,-38.46,1,0.38,0,0.76,0,-38.46,37.84
37.84,0.96,-1.07,36.65,36.5,37.05,0,0,-2207800,37.75,-1.05,-97800.14,33.89,38.79,13.84,7129400,-86.16,1.2,-1.07,0,-1.05,33.89,-86.16,0.97,-1.14,14.2,14.48,14.09,14.36,0,0,1080000,14.41,-1.32,-47424.89,26.83,44.02,18.03,4268200,-81.97,1.21,-1.14,0,-1.32,26.83,-81.97,37.51
37.51,1.01,0.83,37.46,36.45,37.15,0,0,3955200,36.99,1.13,38390.86,60.4,47.59,64.78,6163000,-35.22,1.58,0.83,0,1.13,60.4,-35.22,1.01,-0.02,14.36,14.45,13.96,14.36,0,0,6074300,14.1,-0.21,8848.91,47.37,44.54,54.05,4994300,-45.95,1.59,-0.02,0,-0.21,47.37,-45.95,37.36
37.36,1.4,-3.41,35.58,35.36,36.84,0,0,-3651300,37.22,-3.94,-343375.84,31.28,28.96,8.27,7606500,-91.73,3.57,-3.41,0,-3.94,31.28,-91.73,1.2,-3.84,13.68,14.31,13.51,14.23,0,0,-1381000,14.29,-4.93,-344187.58,21.6,28.79,14.29,7455300,-85.71,2.64,-3.84,0,-4.93,21.6,-85.71,36.53
36.53,1.83,-0.97,36.41,35.14,36.71,0,0,7194600,35.2,-1.7,-90334.61,43.34,39.05,44.1,10845900,-55.9,5.62,-0.97,0,-1.7,43.34,-55.9,1.38,-1.74,13.93,14.05,13.57,14.13,0,0,5589500,13.78,-3.2,-216802.71,34.67,34.54,35.29,6970500,-64.71,3.54,-1.74,0,-3.2,34.67,-64.71,36.55
36.55,2.28,-3.32,35.35,35.01,36.29,0,0,-2227400,36.25,-4.56,-364636.18,35.41,21.22,11.3,9422000,-88.7,7.59,-3.32,0,-4.56,35.41,-88.7,1.62,-4.18,13.49,13.91,13.35,13.93,0,0,-1547800,13.91,-6.25,-442245.06,26.8,19.98,10.37,7137300,-89.63,4.76,-4.18,0,-6.25,26.8,-89.63,36.28
36.28,2.69,-0.87,36.2,35.07,36.2,0,0,8777000,35.4,-2.27,-100063.63,43.67,31.64,39.53,11004400,-60.47,9.29,-0.67,-0.84,-2.27,43.67,-57.95,1.9,-3.99,13.44,13.68,13.2,13.78,0,0,-8380200,13.35,-6.6,-467569.01,26.13,20.55,16,6832400,-84,6.13,-3.61,-0.95,-6.6,26.13,-84,36.23
36.23,3.44,-5.98,34.08,34.08,35.52,0,0,-6523200,35.7,-7.99,-996057.65,33.1,16.94,0,15300200,-100,12.62,-5.23,-3.37,-9,29.82,-100,2.32,-7.49,12.83,13.48,12.8,13.47,0,0,-17080000,13.39,-10.84,-862426,20,9.32,1.58,8699800,-98.42,8.24,-6.38,-1.67,-11.52,16.47,-98.21,34.75
34.75,4.58,-7.83,33.12,32.8,35.03,0,0,-23310100,34.72,-10.58,-1468928.08,29.83,15.22,6.13,16786900,-93.87,17.38,-6.59,-3.53,-9.63,29.26,-93.21,2.97,-10.56,12.26,12.84,12.15,13.19,0,0,-33163300,12.83,-14.8,-1576960.76,16.4,7.3,4.31,16083300,-95.69,11.47,-8.69,-1.94,-13.66,14.86,-95.22,33.7
