% This is a dataset obtained from the YAHOO FINANCES. Here is the included description:
%
% The data provided are daily stock prices from 17/12/2014 through 17/12/2015, for AGRO3.SA.
% Time: Fri Apr 29 21:55:00 BRT 2016
% Source: collection of regression datasets by Jean Felipe Hartz (jeanrsbr@gmail.com) at
% http://real-chart.finance.yahoo.com 
% Characteristics: 252 cases, 47 continuous attributes

@relation stock

@attribute Bra_HighPrice numeric
@attribute Bra_ADMI_14 numeric
@attribute Bra_BIAS_14 numeric
@attribute Bra_ClosePrice numeric
@attribute Bra_LowPrice numeric
@attribute Bra_SMA_05 numeric
@attribute Bra_MACD numeric
@attribute Bra_Momentum_14 numeric
@attribute Bra_OBV numeric
@attribute Bra_OpenPrice numeric
@attribute Bra_PROC_14 numeric
@attribute Bra_PVT numeric
@attribute Bra_RSI_14 numeric
@attribute Bra_SODI numeric
@attribute Bra_SOKI_14 numeric
@attribute Bra_Volume numeric
@attribute Bra_WILLR_14 numeric
@attribute Bra_ADMI_07 numeric
@attribute Bra_BIAS_07 numeric
@attribute Bra_Momentum_07 numeric
@attribute Bra_PROC_07 numeric
@attribute Bra_RSI_07 numeric
@attribute Bra_WILLR_07 numeric
@attribute Est_ADMI_14 numeric
@attribute Est_BIAS_14 numeric
@attribute Est_ClosePrice numeric
@attribute Est_HighPrice numeric
@attribute Est_LowPrice numeric
@attribute Est_SMA_05 numeric
@attribute Est_MACD numeric
@attribute Est_Momentum_14 numeric
@attribute Est_OBV numeric
@attribute Est_OpenPrice numeric
@attribute Est_PROC_14 numeric
@attribute Est_PVT numeric
@attribute Est_RSI_14 numeric
@attribute Est_SODI numeric
@attribute Est_SOKI_14 numeric
@attribute Est_Volume numeric
@attribute Est_WILLR_14 numeric
@attribute Est_ADMI_07 numeric
@attribute Est_BIAS_07 numeric
@attribute Est_Momentum_07 numeric
@attribute Est_PROC_07 numeric
@attribute Est_RSI_07 numeric
@attribute Est_WILLR_07 numeric
@attribute Target numeric

@data
7.84,1,0,7.84,7.6,7.84,0,0,0,7.6,0,0,0,100,100,11200,0,1,0,0,0,0,0,1,0,2.86,2.92,2.85,2.86,0,0,0,2.86,0,0,0,14.29,14.29,4300,-85.71,1,0,0,0,0,-85.71,8.1
8.1,1,1.2,8.03,7.84,7.93,0,0,39200,7.84,2.42,950,0,93,86,39200,-14,1.16,1.2,0,2.42,0,-14,0.94,1.38,2.94,2.96,2.93,2.9,0,0,2400,2.93,2.8,67.13,0,48.05,81.82,2400,-18.18,0.9,1.38,0,2.8,0,-18.18,8.2
8.2,1.03,2.2,8.2,7.94,8.02,0,0,65000,7.95,4.59,1496.2,0,95.33,100,25800,0,1.43,2.2,0,4.59,0,0,0.88,1.14,2.95,2.95,2.95,2.92,0,0,2500,2.95,3.15,67.47,0,62.34,90.91,100,-9.09,0.82,1.14,0,3.15,0,-9.09,9.25
9.25,1.36,4.48,8.51,8.23,8.14,0,0,121400,8.49,8.55,3628.4,0,80.38,55.15,56400,-44.85,3.09,4.48,0,8.55,0,-44.85,0.86,3.14,3.04,3.04,2.87,2.95,0,0,6300,2.87,6.29,183.41,0,90.91,100,3800,0,0.9,3.14,0,6.29,0,0,8.6
8.6,1.68,4.42,8.6,8.4,8.24,0,0,142500,8.4,9.69,3851.55,0,71.92,60.61,21100,-39.39,4.52,4.42,0,9.69,0,-39.39,0.84,1.42,3,3.02,3,2.96,0,0,4800,3.02,4.9,163.67,81.82,89.95,78.95,1500,-21.05,0.96,1.42,0,4.9,81.82,-21.05,8.95
8.95,2.08,7.12,8.95,8.69,8.46,0,0,150300,8.69,14.16,4168.99,0,65.86,81.82,7800,-18.18,6.3,7.12,0,14.16,0,-18.18,0.84,1.42,3,3.02,3,2.96,0,0,4800,3.02,4.9,163.67,81.82,89.95,78.95,1500,-21.05,0.96,1.42,0,4.9,81.82,-21.05,8.92
8.92,2.46,3.52,8.7,8.7,8.59,0,0,125700,8.87,10.97,3481.84,81.62,69.7,66.67,24600,-33.33,7.83,3.52,0,10.97,81.62,-33.33,0.81,0.9,2.99,2.99,2.99,2.98,0,0,4700,2.99,4.55,163.34,78.26,84.21,73.68,100,-26.32,0.99,0.9,0,4.55,78.26,-26.32,9.09
9.09,2.87,7.07,9.09,8.69,8.77,0,0,269200,8.81,15.94,9914.6,85.71,79.6,90.3,143500,-9.7,9.48,5.91,1.25,15.94,85.71,-11.35,0.85,4.78,3.13,3.13,3.13,3.02,0,0,5200,3.13,9.44,186.75,86.49,84.21,100,500,0,1.36,4.78,0,9.44,86.49,0,9.09
9.09,2.87,7.07,9.09,8.69,8.77,0,0,269200,8.81,15.94,9914.6,85.71,79.6,90.3,143500,-9.7,9.48,5.91,1.25,15.94,85.71,-11.35,0.8,-0.5,2.97,3.06,2.94,3.03,0,0,2900,2.99,3.85,69.17,60.38,72.18,42.86,2300,-57.14,1.2,-1.09,0.11,3.85,60.38,-61.54,8.79
8.79,3.22,1.67,8.65,8.64,8.8,0,0,208900,8.79,10.33,6995.78,68.49,73.54,63.64,60300,-36.36,10.72,-0.25,0.62,7.72,65.5,-45.8,0.79,4.88,3.15,3.15,2.99,3.05,0,0,26800,2.99,10.14,1517.66,70.42,80.95,100,23900,0,1.28,3.86,0.21,7.14,66.67,0,8.73
