% This is a dataset obtained from the YAHOO FINANCES. Here is the included description:
%
% The data provided are daily stock prices from 24/12/2014 through 24/12/2015, for BRKM5.SA.
% Time: Fri Apr 29 22:13:59 BRT 2016
% Source: collection of regression datasets by Jean Felipe Hartz (jeanrsbr@gmail.com) at
% http://real-chart.finance.yahoo.com 
% Characteristics: 257 cases, 47 continuous attributes

@relation stock

@attribute Bra_HighPrice numeric
@attribute Bra_ADMI_14 numeric
@attribute Bra_BIAS_14 numeric
@attribute Bra_ClosePrice numeric
@attribute Bra_LowPrice numeric
@attribute Bra_SMA_05 numeric
@attribute Bra_MACD numeric
@attribute Bra_Momentum_14 numeric
@attribute Bra_OBV numeric
@attribute Bra_OpenPrice numeric
@attribute Bra_PROC_14 numeric
@attribute Bra_PVT numeric
@attribute Bra_RSI_14 numeric
@attribute Bra_SODI numeric
@attribute Bra_SOKI_14 numeric
@attribute Bra_Volume numeric
@attribute Bra_WILLR_14 numeric
@attribute Bra_ADMI_07 numeric
@attribute Bra_BIAS_07 numeric
@attribute Bra_Momentum_07 numeric
@attribute Bra_PROC_07 numeric
@attribute Bra_RSI_07 numeric
@attribute Bra_WILLR_07 numeric
@attribute Est_ADMI_14 numeric
@attribute Est_BIAS_14 numeric
@attribute Est_ClosePrice numeric
@attribute Est_HighPrice numeric
@attribute Est_LowPrice numeric
@attribute Est_SMA_05 numeric
@attribute Est_MACD numeric
@attribute Est_Momentum_14 numeric
@attribute Est_OBV numeric
@attribute Est_OpenPrice numeric
@attribute Est_PROC_14 numeric
@attribute Est_PVT numeric
@attribute Est_RSI_14 numeric
@attribute Est_SODI numeric
@attribute Est_SOKI_14 numeric
@attribute Est_Volume numeric
@attribute Est_WILLR_14 numeric
@attribute Est_ADMI_07 numeric
@attribute Est_BIAS_07 numeric
@attribute Est_Momentum_07 numeric
@attribute Est_PROC_07 numeric
@attribute Est_RSI_07 numeric
@attribute Est_WILLR_07 numeric
@attribute Target numeric

@data
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,13.23,13.28,13.01,13.23,0,0,0,13.11,0,0,0,81.48,81.48,149900,-18.52,1,0,0,0,0,-18.52,17.88
17.88,1,0,17.42,17.39,17.42,0,0,0,17.88,0,0,0,6.12,6.12,971100,-93.88,1,0,0,0,0,-93.88,0.95,-0.72,13.04,13.2,12.94,13.13,0,0,-271600,13.06,-1.44,-3900.53,0,55.45,29.41,271600,-70.59,0.94,-0.72,0,-1.44,0,-70.59,18
18,1,0.66,17.65,17.14,17.54,0,0,776000,17.42,1.32,10245.69,0,32.71,59.3,776000,-40.7,1.15,0.66,0,1.32,0,-40.7,0.93,-0.48,13.04,13.28,12.83,13.1,0,0,-271600,12.84,-1.44,-3900.53,0,52.52,46.67,437800,-53.33,1.04,-0.48,0,-1.44,0,-53.33,18.04
18.04,0.98,-0.13,17.5,17.31,17.52,0,0,-108800,18.04,0.46,2726.15,60.53,35.14,40,884800,-60,1.22,-0.13,0,0.46,60.53,-60,0.92,-0.25,13.06,13.21,12.99,13.09,0,0,-134700,13.07,-1.28,-3690.56,9.52,42.4,51.11,136900,-48.89,1.12,-0.25,0,-1.28,9.52,-48.89,18.04
18.04,0.98,-0.13,17.5,17.31,17.52,0,0,-108800,18.04,0.46,2726.15,60.53,35.14,40,884800,-60,1.22,-0.13,0,0.46,60.53,-60,0.95,-1.12,12.91,13.08,12.84,13.06,0,0,-321700,13.06,-2.42,-5838.34,5.56,38.52,17.78,187000,-82.22,1.46,-1.12,0,-2.42,5.56,-82.22,17.66
17.66,1.01,-0.49,17.41,17.16,17.5,0,0,-1942600,17.38,-0.06,-6704.82,48.94,43.1,30,1833800,-70,1.51,-0.49,0,-0.06,48.94,-70,1.06,-1.51,12.82,12.94,12.64,12.97,0,0,-756900,12.94,-3.1,-8872.27,4.44,32.34,28.13,435200,-71.87,2.15,-1.51,0,-3.1,4.44,-71.87,17.2
17.2,1.3,-5.26,16.36,16.36,17.27,0,0,-4098800,17.12,-6.08,-136745.6,15.13,23.33,0,2156200,-100,3.04,-5.26,0,-6.08,15.13,-100,1.39,-6.77,12,12.43,11.99,12.77,0,0,-1277600,12.42,-9.3,-42177.57,1.57,15.56,0.78,520700,-99.22,4.07,-6.77,0,-9.3,1.57,-99.22,16.49
16.49,1.69,-6.15,16.01,15.97,16.99,0,0,-5246000,16.46,-8.09,-161288.39,12.3,10.64,1.93,1147200,-98.07,4.97,-6.15,0,-8.09,12.3,-98.07,1.81,-7.92,11.72,12.16,11.71,12.5,0,0,-1847200,12.11,-11.41,-55468.24,1.29,9.85,0.64,569600,-99.36,6.28,-7.39,-1.51,-11.41,1.29,-99.36,16.22
16.22,2.17,-5.37,16,15.65,16.66,0,0,-6630200,16.05,-8.15,-162152.98,12.23,5.53,14.64,1384200,-85.36,7.17,-5.37,0,-8.15,12.23,-85.36,2.2,-6.81,11.76,11.96,11.72,12.24,0,0,-1503500,11.89,-11.11,-54295.2,3.77,1.53,3.18,343700,-96.82,8.18,-5.72,-1.28,-9.82,4.29,-96.82,16.26
16.26,2.59,-4.52,16.04,15.64,16.36,0,0,-5496600,16.1,-7.92,-159318.98,14.06,11.08,16.67,1133600,-83.33,8.94,-4.01,-1.38,-7.92,14.06,-83.33,2.49,-5.6,11.84,12.1,11.66,12.03,0,0,-1094100,11.7,-10.51,-51510.17,8.38,4.98,11.11,409400,-88.89,9.27,-3.75,-1.2,-9.2,9.46,-88.39,16.1
16.1,3.01,-5.91,15.69,15.57,16.02,0,0,-7366400,15.89,-9.93,-200118.85,11.89,12.06,4.86,1869800,-95.14,10.61,-4.5,-1.96,-11.1,1.96,-95.14,2.76,-5.19,11.83,12.02,11.78,11.83,0,0,-1363300,12,-10.58,-51737.53,8.33,8.26,10.49,269200,-89.51,10.21,-2.44,-1.23,-9.42,8.16,-88.03,15.99
