% This is a dataset obtained from the YAHOO FINANCES. Here is the included description:
%
% The data provided are daily stock prices from 16/12/2014 through 16/12/2015, for AGRO3.SA.
% Time: Fri Apr 29 21:51:21 BRT 2016
% Source: collection of regression datasets by Jean Felipe Hartz (jeanrsbr@gmail.com) at
% http://real-chart.finance.yahoo.com 
% Characteristics: 252 cases, 47 continuous attributes

@relation stock

@attribute Bra_HighPrice numeric
@attribute Bra_ADMI_14 numeric
@attribute Bra_BIAS_14 numeric
@attribute Bra_ClosePrice numeric
@attribute Bra_LowPrice numeric
@attribute Bra_SMA_05 numeric
@attribute Bra_MACD numeric
@attribute Bra_Momentum_14 numeric
@attribute Bra_OBV numeric
@attribute Bra_OpenPrice numeric
@attribute Bra_PROC_14 numeric
@attribute Bra_PVT numeric
@attribute Bra_RSI_14 numeric
@attribute Bra_SODI numeric
@attribute Bra_SOKI_14 numeric
@attribute Bra_Volume numeric
@attribute Bra_WILLR_14 numeric
@attribute Bra_ADMI_07 numeric
@attribute Bra_BIAS_07 numeric
@attribute Bra_Momentum_07 numeric
@attribute Bra_PROC_07 numeric
@attribute Bra_RSI_07 numeric
@attribute Bra_WILLR_07 numeric
@attribute Est_ADMI_14 numeric
@attribute Est_BIAS_14 numeric
@attribute Est_ClosePrice numeric
@attribute Est_HighPrice numeric
@attribute Est_LowPrice numeric
@attribute Est_SMA_05 numeric
@attribute Est_MACD numeric
@attribute Est_Momentum_14 numeric
@attribute Est_OBV numeric
@attribute Est_OpenPrice numeric
@attribute Est_PROC_14 numeric
@attribute Est_PVT numeric
@attribute Est_RSI_14 numeric
@attribute Est_SODI numeric
@attribute Est_SOKI_14 numeric
@attribute Est_Volume numeric
@attribute Est_WILLR_14 numeric
@attribute Est_ADMI_07 numeric
@attribute Est_BIAS_07 numeric
@attribute Est_Momentum_07 numeric
@attribute Est_PROC_07 numeric
@attribute Est_RSI_07 numeric
@attribute Est_WILLR_07 numeric
@attribute Target numeric

@data
7.84,1,0,7.71,7.6,7.71,0,0,0,7.6,0,0,0,45.83,45.83,21600,-54.17,1,0,0,0,0,-54.17,1,0,2.89,3.37,2.85,2.89,0,0,0,3.37,0,0,0,7.69,7.69,4200,-92.31,1,0,0,0,0,-92.31,7.84
7.84,0.93,0.84,7.84,7.6,7.78,0,0,11200,7.6,1.69,188.85,0,72.92,100,11200,0,0.86,0.84,0,1.69,0,0,0.93,-0.52,2.86,2.92,2.85,2.88,0,0,-4300,2.86,-1.04,-44.64,0,4.81,1.92,4300,-98.08,0.86,-0.52,0,-1.04,0,-98.08,8.1
8.1,0.94,2.16,8.03,7.84,7.86,0,0,50400,7.84,4.15,1138.85,0,77.28,86,39200,-14,1.09,2.16,0,4.15,0,-14,0.87,1.5,2.94,2.96,2.93,2.9,0,0,-1900,2.93,1.73,22.5,72.73,8.97,17.31,2400,-82.69,0.79,1.5,0,1.73,72.73,-82.69,8.2
8.2,0.98,3.21,8.2,7.94,7.94,0,0,76200,7.95,6.36,1685.05,0,95.33,100,25800,0,1.44,3.21,0,6.36,0,0,0.82,1.37,2.95,2.95,2.95,2.91,0,0,-1800,2.95,2.08,22.84,75,12.82,19.23,100,-80.77,0.73,1.37,0,2.08,75,-80.77,9.25
9.25,1.35,5.61,8.51,8.23,8.06,0,0,132600,8.49,10.38,3817.24,0,80.38,55.15,56400,-44.85,3.36,5.61,0,10.38,0,-44.85,0.81,3.54,3.04,3.04,2.87,2.94,0,0,2000,2.87,5.19,138.77,85.71,24.36,36.54,3800,-63.46,0.85,3.54,0,5.19,85.71,-63.46,8.6
8.6,1.69,5.54,8.6,8.4,8.24,0,0,153700,8.4,11.54,4040.39,0,71.92,60.61,21100,-39.39,5.02,5.54,0,11.54,0,-39.39,0.79,1.81,3,3.02,3,2.96,0,0,500,3.02,3.81,119.03,72,28.21,28.85,1500,-71.15,0.95,1.81,0,3.81,72,-71.15,8.95
8.95,2.13,8.32,8.95,8.69,8.46,0,0,161500,8.69,16.08,4357.83,0,65.86,81.82,7800,-18.18,7.05,8.32,0,16.08,0,-18.18,0.79,1.81,3,3.02,3,2.96,0,0,500,3.02,3.81,119.03,72,28.21,28.85,1500,-71.15,0.95,1.81,0,3.81,72,-71.15,8.92
8.92,2.54,4.6,8.7,8.7,8.59,0,0,136900,8.87,12.84,3670.68,83.22,69.7,66.67,24600,-33.33,8.8,3.52,0.99,12.84,83.22,-33.33,0.77,1.26,2.99,2.99,2.99,2.98,0,0,400,2.99,3.46,118.7,69.23,30.77,26.92,100,-73.08,1.01,1.26,0,3.46,69.23,-73.08,9.09
9.09,2.99,8.17,9.09,8.69,8.77,0,0,280400,8.81,17.9,10103.44,86.7,79.6,90.3,143500,-9.7,10.67,5.91,1.25,15.94,85.71,-11.35,0.82,5.21,3.13,3.13,3.13,3.02,0,0,900,3.13,8.3,142.11,80,36.54,53.85,500,-46.15,1.46,4.78,0.24,8.3,80,0,9.09
9.09,2.99,8.17,9.09,8.69,8.77,0,0,280400,8.81,17.9,10103.44,86.7,79.6,90.3,143500,-9.7,10.67,5.91,1.25,15.94,85.71,-11.35,0.77,-0.15,2.97,3.06,2.94,3.03,0,0,-1400,2.99,2.77,24.54,57.14,34.62,23.08,2300,-76.92,1.29,-1.09,0.11,3.85,60.38,-61.54,8.79
