% This is a dataset obtained from the YAHOO FINANCES. Here is the included description:
%
% The data provided are daily stock prices from 01/12/2014 through 01/12/2015, for BRKM5.SA.
% Time: Fri Apr 29 21:07:07 BRT 2016
% Source: collection of regression datasets by Jean Felipe Hartz (jeanrsbr@gmail.com) at
% http://real-chart.finance.yahoo.com 
% Characteristics: 257 cases, 47 continuous attributes

@relation stock

@attribute Bra_HighPrice numeric
@attribute Bra_ADMI_14 numeric
@attribute Bra_BIAS_14 numeric
@attribute Bra_ClosePrice numeric
@attribute Bra_LowPrice numeric
@attribute Bra_SMA_05 numeric
@attribute Bra_MACD numeric
@attribute Bra_Momentum_14 numeric
@attribute Bra_OBV numeric
@attribute Bra_OpenPrice numeric
@attribute Bra_PROC_14 numeric
@attribute Bra_PVT numeric
@attribute Bra_RSI_14 numeric
@attribute Bra_SODI numeric
@attribute Bra_SOKI_14 numeric
@attribute Bra_Volume numeric
@attribute Bra_WILLR_14 numeric
@attribute Bra_ADMI_07 numeric
@attribute Bra_BIAS_07 numeric
@attribute Bra_Momentum_07 numeric
@attribute Bra_PROC_07 numeric
@attribute Bra_RSI_07 numeric
@attribute Bra_WILLR_07 numeric
@attribute Est_ADMI_14 numeric
@attribute Est_BIAS_14 numeric
@attribute Est_ClosePrice numeric
@attribute Est_HighPrice numeric
@attribute Est_LowPrice numeric
@attribute Est_SMA_05 numeric
@attribute Est_MACD numeric
@attribute Est_Momentum_14 numeric
@attribute Est_OBV numeric
@attribute Est_OpenPrice numeric
@attribute Est_PROC_14 numeric
@attribute Est_PVT numeric
@attribute Est_RSI_14 numeric
@attribute Est_SODI numeric
@attribute Est_SOKI_14 numeric
@attribute Est_Volume numeric
@attribute Est_WILLR_14 numeric
@attribute Est_ADMI_07 numeric
@attribute Est_BIAS_07 numeric
@attribute Est_Momentum_07 numeric
@attribute Est_PROC_07 numeric
@attribute Est_RSI_07 numeric
@attribute Est_WILLR_07 numeric
@attribute Target numeric

@data
19.26,1,0,19.04,18.8,19.04,0,0,0,19.21,0,0,0,52.17,52.17,54813200,-47.83,1,0,0,0,0,-47.83,1,0,14.84,15.04,14.57,14.84,0,0,0,15.03,0,0,0,57.45,57.45,777200,-42.55,1,0,0,0,0,-42.55,19.35
19.35,0.95,0.42,19.2,18.96,19.12,0,0,24327900,19.21,0.84,204436.13,0,62.45,72.73,24327900,-27.27,0.96,0.42,0,0.84,0,-27.27,0.93,-0.1,14.81,14.94,14.67,14.82,0,0,-930700,14.78,-0.2,-1881.47,0,54.26,51.06,930700,-48.94,0.86,-0.1,0,-0.2,0,-48.94,19.46
19.46,0.94,0.52,19.27,18.99,19.17,0,0,25139500,19.19,1.21,207395.09,0,65.37,71.21,811600,-28.79,1.08,0.52,0,1.21,0,-28.79,0.93,0.69,14.98,15.16,14.87,14.88,0,0,-438300,14.91,0.94,3770.66,85,59.33,69.49,492400,-30.51,1.03,0.69,0,0.94,85,-30.51,19.46
19.46,0.93,0.35,19.26,19.01,19.19,0,0,24262900,19.27,1.16,206940.19,95.83,71.21,69.7,876600,-30.3,1.18,0.35,0,1.16,95.83,-30.3,0.86,-0.49,14.78,14.88,14.66,14.85,0,0,-710700,14.81,-0.4,133.81,42.5,52.05,35.59,272400,-64.41,0.92,-0.49,0,-0.4,42.5,-64.41,19.44
19.44,0.92,0.45,19.3,19.07,19.21,0,0,25263500,19.16,1.37,209018.28,96.43,72.22,75.76,1000600,-24.24,1.27,0.45,0,1.37,96.43,-24.24,0.82,-0.5,14.76,14.86,14.61,14.83,0,0,-898100,14.76,-0.54,-119.78,40.48,45.76,32.2,187400,-67.8,0.91,-0.5,0,-0.54,40.48,-67.8,19.5
19.5,0.88,-1.15,18.95,18.85,19.2,0,0,23754000,19.26,-0.47,181643.93,42.86,55.63,21.43,1509500,-78.57,1.3,-1.15,0,-0.47,42.86,-78.57,0.86,-2.45,14.4,14.78,14.38,14.75,0,0,-1295600,14.78,-2.96,-9814.9,21.79,23.45,2.56,397500,-97.44,1.37,-2.45,0,-2.96,21.79,-97.44,18.9
18.9,0.97,-2.11,18.7,18.52,19.1,0,0,22124900,18.75,-1.79,160151.84,30.68,38.52,18.37,1629100,-81.63,2.08,-2.11,0,-1.79,30.68,-81.63,0.96,-2.58,14.32,14.42,14.23,14.65,0,0,-4065900,14.27,-3.5,-25205.45,19.77,14.81,9.68,2770300,-90.32,2.09,-2.58,0,-3.5,19.77,-90.32,18.9
18.9,1.13,-3.1,18.43,18.32,18.93,0,0,20732900,18.7,-3.2,140053.45,23.48,16.37,9.32,1392000,-90.68,3.24,-3.08,-0.61,-3.2,23.48,-90.68,1.2,-4.97,13.87,14.44,13.85,14.43,0,0,-4980300,14.39,-6.54,-53940.09,12.98,4.59,1.53,914400,-98.47,3.6,-4.74,-0.97,-6.54,12.98,-98.47,18.57
18.57,1.38,-3.94,18.18,18.06,18.71,0,0,18478700,18.36,-4.52,109475.58,19.29,12.01,8.33,2254200,-91.67,4.9,-3.66,-1.02,-5.31,8.87,-91.67,1.55,-6.54,13.53,13.78,13.52,14.18,0,0,-5626800,13.75,-8.83,-69787.96,10.3,3.94,0.61,646500,-99.39,5.69,-5.89,-1.28,-8.64,10.49,-99.39,18.1
18.1,1.99,-7.02,17.46,17.18,18.34,0,0,15384700,18.06,-8.3,-13059.07,12.74,9.91,12.07,3094000,-87.93,8.41,-6.19,-1.81,-9.39,2.12,-87.93,2.15,-9.02,13.04,13.48,12.87,13.83,0,0,-6112700,13.46,-12.13,-87385.23,7.94,3.19,7.42,485900,-92.58,8.97,-7.52,-1.94,-12.95,0,-91.54,17.52
17.52,2.81,-8.93,16.95,16.56,17.94,0,0,12927000,17.49,-10.98,-84847.56,10.27,11.22,13.27,2457700,-86.73,12.66,-7.28,-2.31,-11.99,1.67,-86.73,2.97,-11.57,12.53,12.85,12.23,13.46,0,0,-6829900,12.81,-15.57,-115435.23,6.42,6.09,10.24,717200,-89.76,13.08,-9.06,-2.25,-15.22,0,-88.59,17.33
