% This is a dataset obtained from the YAHOO FINANCES. Here is the included description:
%
% The data provided are daily stock prices from 25/12/2014 through 25/12/2015, for BBDC4.SA.
% Time: Fri Apr 29 22:15:12 BRT 2016
% Source: collection of regression datasets by Jean Felipe Hartz (jeanrsbr@gmail.com) at
% http://real-chart.finance.yahoo.com 
% Characteristics: 256 cases, 47 continuous attributes

@relation stock

@attribute Bra_HighPrice numeric
@attribute Bra_ADMI_14 numeric
@attribute Bra_BIAS_14 numeric
@attribute Bra_ClosePrice numeric
@attribute Bra_LowPrice numeric
@attribute Bra_SMA_05 numeric
@attribute Bra_MACD numeric
@attribute Bra_Momentum_14 numeric
@attribute Bra_OBV numeric
@attribute Bra_OpenPrice numeric
@attribute Bra_PROC_14 numeric
@attribute Bra_PVT numeric
@attribute Bra_RSI_14 numeric
@attribute Bra_SODI numeric
@attribute Bra_SOKI_14 numeric
@attribute Bra_Volume numeric
@attribute Bra_WILLR_14 numeric
@attribute Bra_ADMI_07 numeric
@attribute Bra_BIAS_07 numeric
@attribute Bra_Momentum_07 numeric
@attribute Bra_PROC_07 numeric
@attribute Bra_RSI_07 numeric
@attribute Bra_WILLR_07 numeric
@attribute Est_ADMI_14 numeric
@attribute Est_BIAS_14 numeric
@attribute Est_ClosePrice numeric
@attribute Est_HighPrice numeric
@attribute Est_LowPrice numeric
@attribute Est_SMA_05 numeric
@attribute Est_MACD numeric
@attribute Est_Momentum_14 numeric
@attribute Est_OBV numeric
@attribute Est_OpenPrice numeric
@attribute Est_PROC_14 numeric
@attribute Est_PVT numeric
@attribute Est_RSI_14 numeric
@attribute Est_SODI numeric
@attribute Est_SOKI_14 numeric
@attribute Est_Volume numeric
@attribute Est_WILLR_14 numeric
@attribute Est_ADMI_07 numeric
@attribute Est_BIAS_07 numeric
@attribute Est_Momentum_07 numeric
@attribute Est_PROC_07 numeric
@attribute Est_RSI_07 numeric
@attribute Est_WILLR_07 numeric
@attribute Target numeric

@data
35.95,1,0,35.06,35.02,35.06,0,0,0,35.51,0,0,0,4.3,4.3,3390100,-95.7,1,0,0,0,0,-95.7,1,0,13.07,13.36,12.94,13.07,0,0,0,13.26,0,0,0,30.95,30.95,5483500,-69.05,1,0,0,0,0,-69.05,35.81
35.81,0.93,0.34,35.3,35,35.18,0,0,6683100,35,0.68,45748.55,0,17.94,31.58,6683100,-68.42,0.88,0.34,0,0.68,0,-68.42,0.93,0.34,13.16,13.28,13,13.12,0,0,9988500,13.05,0.69,68780.8,0,41.67,52.38,9988500,-47.62,0.86,0.34,0,0.69,0,-47.62,35.64
35.64,0.87,-0.23,35.06,35.06,35.14,0,0,507700,35.34,0,3762.82,50,14.06,6.31,6175400,-93.69,0.78,-0.23,0,0,50,-93.69,0.9,0.78,13.27,13.42,13.1,13.17,0,0,16535400,13.36,1.53,123504.12,0,50.69,68.75,6546900,-31.25,0.93,0.78,0,1.53,0,-31.25,35.64
35.64,0.87,-0.23,35.06,35.06,35.14,0,0,507700,35.34,0,3762.82,50,14.06,6.31,6175400,-93.69,0.78,-0.23,0,0,50,-93.69,0.85,1.15,13.37,13.48,12.95,13.22,0,0,22468100,13.22,2.3,168211.74,0,66.92,79.63,5932700,-20.37,0.84,1.15,0,2.3,0,-20.37,35.49
35.49,1.1,-1.8,34.3,34.13,34.93,0,0,-9790800,34.75,-2.17,-219508.42,19.35,15.74,9.33,10298500,-90.67,2.05,-1.8,0,-2.17,19.35,-90.67,0.87,-2.42,12.82,13.12,12.71,13.14,0,0,9482200,13.1,-1.91,-365987.59,35.29,54.22,14.29,12985900,-85.71,1.19,-2.42,0,-1.91,35.29,-85.71,34.77
34.77,1.56,-1.33,34.35,33.31,34.81,0,0,414900,33.71,-2.03,-204601.51,22.48,18.35,39.4,10205700,-60.6,4.29,-1.33,0,-2.03,22.48,-60.6,1.04,-3.11,12.65,12.78,12.29,13.05,0,0,689300,12.35,-3.21,-482586.11,29.41,41.39,30.25,8792900,-69.75,2.29,-3.11,0,-3.21,29.41,-69.75,35.48
35.48,1.74,1.59,35.48,34.14,34.9,0,0,13565500,34.41,1.2,228009.2,58.68,43.64,82.2,13150600,-17.8,4.82,1.59,0,1.2,58.68,-17.8,0.99,1.4,13.27,13.34,12.65,13.08,0,0,15016300,12.75,1.53,219606.78,56.1,42.3,82.35,14327000,-17.65,1.97,1.4,0,1.53,56.1,-17.65,37.3
37.3,1.94,4.78,36.89,35.62,35.22,0,0,27579900,35.94,5.22,784951.25,73.89,70.44,89.72,14014400,-10.28,6.05,4.78,0,5.22,73.89,-10.28,1.1,3.54,13.62,13.86,13.53,13.15,0,0,21791100,13.66,4.21,398294.04,63.82,65.77,84.71,6774800,-15.29,2.87,3.45,0.55,4.21,63.82,-15.29,37.41
37.41,2.17,4.63,37.08,36.3,35.62,0,0,35274900,37,5.76,824583.95,75.12,87.96,91.95,7695000,-8.05,7.27,4.47,2.02,5.76,75.12,-8.05,1.24,4.08,13.76,13.95,13.56,13.22,0,0,27953700,13.64,5.28,461639.41,66.2,85.21,88.55,6162600,-11.45,3.85,3.84,0.6,4.56,64.71,-11.45,36.93
36.93,2.03,0.08,35.47,35.28,35.85,0,0,26864700,36.72,1.17,459416.15,53.64,78.12,52.68,8410200,-47.32,6.27,-0.14,0.17,0.48,51.58,-47.32,1.27,1.83,13.49,13.78,13.34,13.36,0,0,22657700,13.67,3.21,357720.81,58.75,81.85,72.29,5296000,-27.71,3.99,1.56,0.22,1.66,55,-27.71,35.63
35.63,2.15,-1.53,34.84,34.6,35.95,0,0,18527200,35.2,-0.63,311306.23,48.24,60.65,37.32,8337500,-62.68,6.72,-1.82,-0.22,-0.63,48.1,-62.68,1.23,-0.95,13.11,13.17,12.97,13.45,0,0,17115500,13.03,0.31,201602.5,50.72,70.08,49.4,5542200,-50.6,3.92,-1.02,-0.26,-1.94,44.76,-50.6,35.93
35.93,2.15,-1.11,34.95,34.95,35.85,0,0,29261800,35.1,-0.31,345229.39,49.14,43.33,40,10734600,-60,6.4,-1.77,0.65,1.9,56.34,-60,1.27,0.17,13.26,13.53,13.16,13.45,0,0,24770000,13.52,1.45,289182.59,53.24,60.04,58.43,7654500,-41.57,4.09,-0.36,0.44,3.43,60.58,-41.57,35.85
35.85,2.38,-0.06,35.32,34.35,35.53,-0,0,38911300,34.5,0.74,447384.32,51.93,42.11,49.03,9649500,-50.97,7.43,-1.12,0.97,2.82,58.9,-63.91,1.4,3.15,13.69,13.73,13.33,13.46,0.04,0,32612800,13.45,4.74,543511.7,59.23,64.06,84.34,7842800,-15.66,4.93,1.73,1.04,8.22,72.22,-20,36.31
36.31,2.39,-1,34.96,34.96,35.11,-0.03,0,25738800,35.39,-0.29,313085.99,49.3,43.09,40.24,13172500,-59.76,7.03,-1.92,-0.52,-1.47,44.44,-80.07,1.42,-0.65,13.18,13.87,13.15,13.35,0.02,0,22986300,13.81,0.84,184891.18,51.42,65.46,53.61,9626500,-46.39,4.85,-1.97,-0.09,-0.68,47.98,-78.57,35.41
35.41,2.51,-0.03,35.3,34.7,35.07,-0.03,0,42348300,35.15,0.68,474668,51.61,45.94,48.54,16609500,-51.46,7.36,-0.33,-1.59,-4.31,27.98,-68.95,1.44,2.37,13.62,13.62,13.16,13.37,0.05,0.55,40483400,13.33,4.21,769012.88,56.38,72.69,80.12,17497100,-19.88,4.77,1.31,0,0,50,-33.67,35.65
35.65,2.8,-2.03,34.56,34.3,35.02,-0.09,-0.5,34064800,35.1,-1.43,301019.56,46.94,39.76,30.49,8283500,-69.51,8.7,-1.42,-2.52,-6.8,19.71,-90.11,1.44,2.37,13.62,13.62,13.16,13.37,0.05,0.55,40483400,13.33,4.21,769012.88,56.38,72.69,80.12,17497100,-19.88,4.77,1.31,0,0,50,-33.67,35.25
35.25,3.08,-2.17,34.45,34.34,34.92,-0.15,-0.85,27105100,35.2,-2.41,278867.73,44.72,35.61,27.81,6959700,-72.19,9.84,-1.32,-1.02,-2.88,30.83,-92.53,1.41,-0.18,13.29,13.32,13.09,13.41,0.04,0.13,35066000,13.2,0.99,637754.29,51.43,64.66,60.24,5417400,-39.76,4.32,-0.65,-0.47,-3.42,40.64,-64.44,35.54
35.54,3.17,0.17,35.29,34.3,34.91,-0.12,0.23,38151600,34.97,0.66,548184.29,51.33,35.53,48.29,11046500,-51.71,9.59,0.9,0.45,1.29,57.84,-50.75,1.67,2.66,13.7,13.76,13.23,13.5,0.08,0.43,42806200,13.3,3.24,876541.49,54.43,75.1,84.94,7740200,-15.06,6.2,2.18,0.21,1.56,53.96,-18.89,36.35
36.35,3.09,0.99,35.68,35.42,35.06,-0.05,1.38,48977500,35.7,4.02,667855.46,58.33,44.63,57.81,10825900,-42.19,10.07,1.71,0.73,2.09,61.59,-32.68,2.2,4.35,13.97,14.21,13.73,13.55,0.13,0.6,51713500,13.92,4.49,1052086.82,55.98,77.56,87.5,8907300,-12.5,9.72,3.25,0.86,6.56,66.93,-21.43,36.35
36.35,3.08,-0.09,35.37,34.78,35.07,-0.03,1.02,40985100,35.7,2.97,598437.16,55.97,47.91,37.62,7992400,-62.38,9.23,0.81,0.05,0.14,50.81,-47.8,2.45,1.58,13.66,13.71,13.42,13.65,0.14,0.84,45648200,13.69,6.55,917495.34,58.79,81.26,71.35,6065300,-28.65,10.59,0.54,0.4,3.02,57.41,-49.11,35.97
35.97,3.08,1.42,35.94,34.85,35.35,0.04,0.46,49951800,34.85,1.3,742912.93,52.88,49.39,52.73,8966700,-47.27,8.52,2.02,0.98,2.8,64.85,-20,2.82,2.41,13.86,13.9,13.46,13.7,0.17,1.21,53253300,13.53,9.57,1028843.8,62.58,78.81,77.56,7605100,-22.44,12.24,1.83,0.17,1.24,53.44,-31.25,36.26
36.26,2.88,1.78,36,35,35.66,0.11,-0.89,62114800,35.42,-2.41,763218.44,43.29,48.34,54.66,12163000,-45.34,7.97,1.9,0.7,1.98,61.59,-17.07,3.28,2.91,13.98,14.07,13.57,13.83,0.21,0.71,59625800,13.59,5.35,1084016.96,58.24,76.79,81.45,6372500,-18.55,14.48,1.85,0.8,6.07,69.23,-20.54,36.45
36.45,2.78,0.02,35.25,35.15,35.65,0.09,-1.83,49409600,35.55,-4.94,498491.48,37.27,47.84,36.12,12705200,-63.88,8.35,-0.5,0.69,2,61.38,-55.82,3.6,-0.36,13.53,13.79,13.44,13.8,0.19,-0.09,51776100,13.76,-0.66,831344.22,48.98,68.06,45.16,7849700,-54.84,15.27,-1.33,-0.09,-0.66,47.85,-60.71,35.93
35.93,3.1,-1.2,34.77,34.22,35.47,0.02,-0.7,36866200,35.6,-1.97,327722.84,44.22,38.48,24.67,12543400,-75.33,9.75,-1.98,0.32,0.93,54.71,-75.33,3.54,-1.54,13.34,13.52,13.06,13.67,0.15,-0.42,43728000,13.52,-3.05,718325.81,45.29,52.15,29.84,8048100,-70.16,13.2,-2.77,0.05,0.38,51.28,-75.65,34.39
34.39,3.84,-3.94,33.73,33.48,35.14,-0.16,-1.11,22772300,34.3,-3.19,-93837.59,41.42,23.07,8.42,14093900,-91.58,13.22,-4.31,-1.56,-4.42,28.33,-91.58,3.65,-7.39,12.48,12.73,12.41,13.44,0.02,-1.01,33241000,12.6,-7.49,42252.35,40,26.3,3.89,10487000,-96.11,15.07,-7.87,-1.22,-8.91,24.58,-96.11,34.28
34.28,4.74,-2.77,34.08,33.14,34.77,-0.27,-0.87,34806400,34.15,-2.49,31034.48,43.52,20.49,28.4,12034100,-71.6,17.09,-2.68,-1.6,-4.48,27.53,-71.6,3.88,-5.69,12.68,12.69,12.27,13.2,-0.06,-0.43,41715500,12.27,-3.28,178061.64,45.59,18.29,21.13,8474500,-78.87,17.31,-5.1,-1.29,-9.23,22.32,-77.22,35.39
35.39,4.71,0.77,35.32,34.52,34.63,-0.22,0,46628800,35,0,461192.23,50,34.22,65.86,11822400,-34.14,15.1,0.88,-0.05,-0.14,49.44,-34.14,3.63,-2.21,13.14,13.17,12.93,13.03,-0.07,-0.12,49085500,12.95,-0.9,445427.57,48.84,23.29,44.85,7370000,-55.15,15.58,-1.11,-0.52,-3.81,39.52,-51.67,36.53
36.53,4.82,3.05,36.21,34.94,34.82,-0.1,1.25,60581200,35.32,3.58,812767.43,57.71,61.61,90.56,13952400,-9.44,16.04,3.31,0.27,0.75,52.81,-9.44,3.53,-1.16,13.25,13.36,12.77,12.98,-0.07,-0.44,57777000,12.79,-3.21,518187.47,45.47,38.83,50.52,8691500,-49.48,13.85,0.38,-0.61,-4.4,37.24,-45.56,36.2
36.2,4.93,1.33,35.63,35.6,34.99,-0.06,0.33,50727600,35.78,0.93,654935.67,51.98,76.63,73.45,9853600,-26.55,16.84,1.8,-0.37,-1.03,46.53,-26.55,3.43,-2.38,13.08,13.19,12.93,12.93,-0.08,-0.1,49065200,12.97,-0.76,406413.43,48.89,45.7,41.75,8711800,-58.25,12.37,0.07,-0.9,-6.44,31.56,-46.71,35.81
35.81,4.64,1.5,35.78,34.9,35.4,-0.01,1.22,60084200,35.55,3.53,694352.61,57.86,80.63,77.88,9356600,-22.12,14.61,2.01,0.53,1.5,55.6,-22.12,3.3,-3.77,12.84,12.89,12.68,13,-0.1,-0.78,41404100,12.75,-5.73,265842.79,40.97,40.55,29.38,7661100,-70.62,12.02,-1.02,-0.69,-5.1,34.53,-54.4,36.15
