% This is a dataset obtained from the YAHOO FINANCES. Here is the included description:
%
% The data provided are daily stock prices from 07/12/2014 through 07/12/2015, for BRFS3.SA.
% Time: Fri Apr 29 21:23:58 BRT 2016
% Source: collection of regression datasets by Jean Felipe Hartz (jeanrsbr@gmail.com) at
% http://real-chart.finance.yahoo.com 
% Characteristics: 256 cases, 47 continuous attributes

@relation stock

@attribute Bra_HighPrice numeric
@attribute Bra_ADMI_14 numeric
@attribute Bra_BIAS_14 numeric
@attribute Bra_ClosePrice numeric
@attribute Bra_LowPrice numeric
@attribute Bra_SMA_05 numeric
@attribute Bra_MACD numeric
@attribute Bra_Momentum_14 numeric
@attribute Bra_OBV numeric
@attribute Bra_OpenPrice numeric
@attribute Bra_PROC_14 numeric
@attribute Bra_PVT numeric
@attribute Bra_RSI_14 numeric
@attribute Bra_SODI numeric
@attribute Bra_SOKI_14 numeric
@attribute Bra_Volume numeric
@attribute Bra_WILLR_14 numeric
@attribute Bra_ADMI_07 numeric
@attribute Bra_BIAS_07 numeric
@attribute Bra_Momentum_07 numeric
@attribute Bra_PROC_07 numeric
@attribute Bra_RSI_07 numeric
@attribute Bra_WILLR_07 numeric
@attribute Est_ADMI_14 numeric
@attribute Est_BIAS_14 numeric
@attribute Est_ClosePrice numeric
@attribute Est_HighPrice numeric
@attribute Est_LowPrice numeric
@attribute Est_SMA_05 numeric
@attribute Est_MACD numeric
@attribute Est_Momentum_14 numeric
@attribute Est_OBV numeric
@attribute Est_OpenPrice numeric
@attribute Est_PROC_14 numeric
@attribute Est_PVT numeric
@attribute Est_RSI_14 numeric
@attribute Est_SODI numeric
@attribute Est_SOKI_14 numeric
@attribute Est_Volume numeric
@attribute Est_WILLR_14 numeric
@attribute Est_ADMI_07 numeric
@attribute Est_BIAS_07 numeric
@attribute Est_Momentum_07 numeric
@attribute Est_PROC_07 numeric
@attribute Est_RSI_07 numeric
@attribute Est_WILLR_07 numeric
@attribute Target numeric

@data
63.94,1,0,62,61.6,62,0,0,0,62.81,0,0,0,17.09,17.09,2197700,-82.91,1,0,0,0,0,-82.91,1,0,23.65,24.51,23.56,23.65,0,0,0,24.47,0,0,0,9.47,9.47,1409000,-90.53,1,0,0,0,0,-90.53,63.1
63.1,1.21,-0.53,61.35,60.53,61.67,0,0,-2130100,61.99,-1.05,-22331.69,0,20.57,24.05,2130100,-75.95,2.03,-0.53,0,-1.05,0,-75.95,0.98,-0.42,23.45,24.1,23.37,23.55,0,0,-1815900,24.08,-0.85,-15356.37,0,8.25,7.02,1815900,-92.98,1.08,-0.42,0,-0.85,0,-92.98,61.75
61.75,1.51,-1.13,60.64,60.15,61.33,0,0,-3570000,61,-2.19,-38995.57,0,18.02,12.93,1439900,-87.07,3.34,-1.13,0,-2.19,0,-87.07,1.08,-1.6,22.99,23.52,22.95,23.36,0,0,-3053900,23.52,-2.79,-39641.28,0,6.35,2.56,1238000,-97.44,1.69,-1.6,0,-2.79,0,-97.44,61.77
61.77,1.99,-1.15,60.39,59.41,61.09,0,0,-5826000,60.25,-2.6,-48296.36,0,19.54,21.63,2256000,-78.37,5.34,-1.15,0,-2.6,0,-78.37,1.33,-2.67,22.54,22.89,22.45,23.16,0,0,-4421100,22.89,-4.69,-66402.43,0,4.65,4.37,1367200,-95.63,2.9,-2.67,0,-4.69,0,-95.63,60.86
60.86,2.66,-3.23,58.65,58.6,60.61,0,0,-8597700,59.97,-5.4,-128156.57,0,11.83,0.94,2771700,-99.06,8.02,-3.23,0,-5.4,0,-99.06,1.7,-4.04,22,22.64,21.98,22.93,0,0,-5658000,22.61,-6.98,-96035.4,0,2.57,0.79,1236900,-99.21,4.62,-4.04,0,-6.98,0,-99.21,59.47
59.47,3.92,-4.31,57.5,56.2,59.71,0,0,-11547400,59.02,-7.26,-185993.83,0,13.12,16.8,2949700,-83.2,12.69,-4.31,0,-7.26,0,-83.2,2.37,-6.28,21.22,22.01,20.89,22.44,0,0,-7834900,21.96,-10.27,-173216.5,0,4.76,9.12,2176900,-90.88,7.62,-6.28,0,-10.27,0,-90.88,59.23
59.23,5.18,-1.48,59.05,55.8,59.25,0,0,-7351600,56.3,-4.76,-72889.65,25.62,19.22,39.93,4195800,-60.07,17.05,-1.48,0,-4.76,25.62,-60.07,3.1,-5.12,21.3,21.59,20.59,22.01,0,0,-5610100,20.87,-9.94,-164828.94,3.19,9.34,18.11,2224800,-81.89,10.6,-5.12,0,-9.94,3.19,-81.89,62.45
62.45,5.21,2.99,62,59.55,59.52,0,0,-2651900,59.8,0,161896.37,50,44.3,76.17,4699700,-23.83,15.1,3.44,0,0,50,-15.07,3.09,1.05,22.72,23.35,22.16,21.96,0,0,-3390400,22.23,-3.93,-16848.93,38.17,27.19,54.34,2219700,-45.66,9.31,1.81,-0.93,-3.93,38.17,-39.32,62.25
62.25,5.23,1.92,61.5,60.75,59.74,0,0,-4777900,62.08,-0.81,144751.21,47.37,62.04,70.02,2126000,-29.98,13.43,2.57,0.15,0.24,50.85,-14.29,3.08,1.29,22.81,23.25,22.7,22.01,0,0,-1540700,23.08,-3.55,-9521.77,39.55,43.03,56.63,1849700,-43.37,8.21,2.63,-0.64,-2.73,41.62,-24.23,64.4
64.4,5.16,6.01,64.4,62.25,60.89,0,0,-786700,63.34,3.87,332954.14,59.68,82.06,100,3991200,0,14,6.45,3.76,6.2,67.03,0,3.01,4.49,23.65,24.18,23.53,22.34,0,0,1115200,23.73,0,88284.4,50,63.01,78.06,2655900,-21.94,8.71,5.96,0.66,2.87,57.86,-14.76,64.4
