% This is a dataset obtained from the YAHOO FINANCES. Here is the included description:
%
% The data provided are daily stock prices from 18/12/2014 through 18/12/2015, for BRKM5.SA.
% Time: Fri Apr 29 22:03:05 BRT 2016
% Source: collection of regression datasets by Jean Felipe Hartz (jeanrsbr@gmail.com) at
% http://real-chart.finance.yahoo.com 
% Characteristics: 257 cases, 47 continuous attributes

@relation stock

@attribute Bra_HighPrice numeric
@attribute Bra_ADMI_14 numeric
@attribute Bra_BIAS_14 numeric
@attribute Bra_ClosePrice numeric
@attribute Bra_LowPrice numeric
@attribute Bra_SMA_05 numeric
@attribute Bra_MACD numeric
@attribute Bra_Momentum_14 numeric
@attribute Bra_OBV numeric
@attribute Bra_OpenPrice numeric
@attribute Bra_PROC_14 numeric
@attribute Bra_PVT numeric
@attribute Bra_RSI_14 numeric
@attribute Bra_SODI numeric
@attribute Bra_SOKI_14 numeric
@attribute Bra_Volume numeric
@attribute Bra_WILLR_14 numeric
@attribute Bra_ADMI_07 numeric
@attribute Bra_BIAS_07 numeric
@attribute Bra_Momentum_07 numeric
@attribute Bra_PROC_07 numeric
@attribute Bra_RSI_07 numeric
@attribute Bra_WILLR_07 numeric
@attribute Est_ADMI_14 numeric
@attribute Est_BIAS_14 numeric
@attribute Est_ClosePrice numeric
@attribute Est_HighPrice numeric
@attribute Est_LowPrice numeric
@attribute Est_SMA_05 numeric
@attribute Est_MACD numeric
@attribute Est_Momentum_14 numeric
@attribute Est_OBV numeric
@attribute Est_OpenPrice numeric
@attribute Est_PROC_14 numeric
@attribute Est_PVT numeric
@attribute Est_RSI_14 numeric
@attribute Est_SODI numeric
@attribute Est_SOKI_14 numeric
@attribute Est_Volume numeric
@attribute Est_WILLR_14 numeric
@attribute Est_ADMI_07 numeric
@attribute Est_BIAS_07 numeric
@attribute Est_Momentum_07 numeric
@attribute Est_PROC_07 numeric
@attribute Est_RSI_07 numeric
@attribute Est_WILLR_07 numeric
@attribute Target numeric

@data
17.32,1,0,16.79,16.75,16.79,0,0,0,17.18,0,0,0,7.02,7.02,864000,-92.98,1,0,0,0,0,-92.98,1,0,12.68,12.85,12.57,12.68,0,0,0,12.68,0,0,0,39.29,39.29,383200,-60.71,1,0,0,0,0,-60.71,17.01
17.01,0.98,0.65,17.01,16.57,16.9,0,0,1720900,16.78,1.31,22549.02,0,32.84,58.67,1720900,-41.33,1.07,0.65,0,1.31,0,-41.33,0.96,0.04,12.69,12.77,12.45,12.69,0,0,460000,12.61,0.08,362.78,0,49.64,60,460000,-40,1,0.04,0,0.08,0,-40,17.46
17.46,0.99,1.84,17.37,16.8,17.06,0,0,2700800,17.07,3.45,43287.64,0,51.86,89.89,979900,-10.11,1.3,1.84,0,3.45,0,-10.11,0.95,2.05,13.08,13.08,12.65,12.82,0,0,713300,12.69,3.15,8147.41,0,66.43,100,253300,0,1.13,2.05,0,3.15,0,0,17.8
17.8,1.1,2.76,17.69,17.19,17.21,0,0,3785100,17.25,5.36,63263.23,0,79.87,91.06,1084300,-8.94,1.99,2.76,0,5.36,0,-8.94,0.95,1.59,13.09,13.11,12.82,12.88,0,0,1090500,12.88,3.23,8435.79,0,85.66,96.97,377200,-3.03,1.29,1.59,0,3.23,0,-3.03,17.8
17.8,1.1,2.76,17.69,17.19,17.21,0,0,3785100,17.25,5.36,63263.23,0,79.87,91.06,1084300,-8.94,1.99,2.76,0,5.36,0,-8.94,1.01,2.13,13.23,13.28,13.01,12.95,0,0,1240400,13.11,4.34,10039,0,96.98,93.98,149900,-6.02,1.73,2.13,0,4.34,0,-6.02,17.88
17.88,1.23,0.95,17.42,17.39,17.26,0,0,2814000,17.88,3.75,48441.47,76.92,81.94,64.89,971100,-35.11,2.71,0.95,0,3.75,76.92,-35.11,1.03,0.55,13.04,13.2,12.94,13.03,0,0,968800,13.06,2.84,6138.47,74.32,87.34,71.08,271600,-28.92,1.95,0.55,0,2.84,74.32,-28.92,18
18,1.27,1.9,17.65,17.14,17.43,0,0,3590000,17.42,5.12,58687.16,80.71,77.16,75.52,776000,-24.48,2.82,1.9,0,5.12,80.71,-24.48,1.01,0.47,13.04,13.28,12.83,13.1,0,0,968800,12.84,2.84,6138.47,74.32,78.71,71.08,437800,-28.92,1.87,0.47,0,2.84,74.32,-28.92,18.04
18.04,1.31,0.88,17.5,17.31,17.53,0,0,2705200,18.04,4.23,51167.62,72.9,67.89,63.27,884800,-36.73,2.99,0.88,0,4.23,72.9,-36.73,1,0.55,13.06,13.21,12.99,13.09,0,0,1105700,13.07,3,6348.44,75,71.89,73.49,136900,-26.51,1.8,0.21,0.38,3,75,-26.51,18.04
18.04,1.31,0.88,17.5,17.31,17.53,0,0,2705200,18.04,4.23,51167.62,72.9,67.89,63.27,884800,-36.73,2.99,0.88,0,4.23,72.9,-36.73,0.94,-0.54,12.91,13.08,12.84,13.06,0,0,918700,13.06,1.81,4200.66,62.64,66.67,55.42,187000,-44.58,1.81,-1.18,0.22,1.73,62.22,-58.73,17.66
17.66,1.29,0.32,17.41,17.16,17.53,0,0,871400,17.38,3.69,41736.64,68.9,65.31,57.14,1833800,-42.86,2.74,-0.15,0.62,3.69,68.9,-42.86,0.97,-1.11,12.82,12.94,12.64,12.97,0,0,483500,12.94,1.1,1166.73,57,57.83,44.58,435200,-55.42,2.5,-1.59,-0.26,-1.99,28.33,-71.87,17.2
17.2,1.46,-5.13,16.36,16.36,17.27,0,0,-1284800,17.12,-2.56,-88304.14,42.01,40.14,0,2156200,-100,4.22,-5.67,-0.65,-3.82,36.84,-100,1.32,-6.81,12,12.43,11.99,12.77,0,0,-37200,12.42,-5.36,-32138.57,31.32,33.59,0.78,520700,-99.22,5.14,-6.77,-1.09,-8.33,11.35,-99.22,16.49
